season,yr,mnth,hr,weekday,workingday,weathersit,temp,hum,windspeed,cnt
4,1,11,4,1,1,2,0.36,0.66,0.2239,12
2,1,6,3,1,1,2,0.52,0.83,0.2239,4
1,1,1,14,5,1,1,0.26,0.33,0.5522,129
4,1,11,14,3,1,2,0.32,0.53,0.3582,161
4,0,10,4,1,1,1,0.4,0.82,0.0,6
1,0,2,19,2,1,2,0.24,0.81,0.1343,108
2,0,5,9,1,0,1,0.72,0.74,0.0896,128
3,0,7,11,4,1,1,0.72,0.37,0.2239,148
3,1,8,14,2,1,1,0.84,0.38,0.3284,251
4,0,11,17,2,1,3,0.44,1.0,0.0896,165
4,0,10,13,3,1,3,0.56,0.6,0.1045,82
3,0,8,10,4,1,2,0.74,0.66,0.2985,142
2,0,5,5,1,1,1,0.5,0.93,0.194,21
4,0,10,7,6,0,1,0.42,0.94,0.0896,73
3,0,7,6,6,0,1,0.8,0.52,0.1343,25
3,0,6,12,2,1,1,0.7,0.74,0.1642,189
4,1,10,3,6,0,1,0.54,0.77,0.2239,56
1,1,1,0,5,1,2,0.4,0.82,0.2537,38
3,1,9,19,2,1,1,0.76,0.7,0.2239,552
3,1,6,13,5,1,1,0.88,0.39,0.2239,300
1,1,1,20,5,1,2,0.2,0.34,0.0896,142
2,1,6,7,3,1,1,0.6,0.83,0.2985,505
2,0,4,3,6,0,2,0.36,0.87,0.1642,14
1,0,1,15,2,1,2,0.16,0.8,0.0896,47
2,0,6,21,0,0,1,0.66,0.83,0.1045,140
2,1,4,18,2,1,1,0.5,0.18,0.0,632
1,1,1,15,4,1,1,0.26,0.44,0.2985,127
2,0,4,3,6,0,3,0.3,1.0,0.2537,14
1,0,2,6,1,1,1,0.18,0.93,0.0,30
1,0,12,3,6,0,2,0.4,0.62,0.2836,18
1,0,2,16,1,0,3,0.28,0.75,0.4179,56
4,1,10,10,6,0,1,0.4,0.43,0.0,347
4,0,9,19,5,1,1,0.54,0.52,0.2836,374
1,1,3,2,5,1,2,0.42,0.82,0.194,4
3,1,7,11,6,0,1,0.94,0.38,0.194,367
2,1,5,22,6,0,1,0.56,0.68,0.1343,274
3,0,8,7,6,0,2,0.66,0.74,0.194,44
4,0,12,2,5,1,1,0.24,0.7,0.0,12
2,1,6,17,2,1,1,0.6,0.43,0.0,850
1,0,1,19,2,1,3,0.16,0.93,0.0,51
1,1,2,11,5,1,1,0.36,0.62,0.4179,142
4,0,12,0,6,0,1,0.3,0.56,0.2537,75
1,1,12,20,1,1,3,0.24,0.93,0.1343,23
4,0,11,5,1,1,1,0.3,0.93,0.0,26
2,0,5,7,0,0,2,0.42,0.77,0.0896,33
1,1,2,6,6,0,2,0.3,0.42,0.2985,13
4,0,11,10,6,0,1,0.36,0.81,0.0,141
4,1,10,19,4,1,1,0.54,0.83,0.194,542
2,0,5,21,4,1,1,0.72,0.62,0.0896,223
1,0,12,4,6,0,1,0.38,0.71,0.2239,10
2,1,4,0,1,1,3,0.44,0.82,0.1045,17
4,0,11,21,4,1,1,0.36,0.57,0.2537,136
1,1,1,8,6,0,1,0.12,0.54,0.1045,92
2,0,3,2,2,1,1,0.24,0.32,0.2985,3
3,1,7,7,0,0,1,0.74,0.7,0.0,50
2,1,6,19,4,1,1,0.7,0.48,0.2537,579
3,0,8,11,6,0,3,0.66,0.89,0.4179,88
2,0,6,16,1,1,1,0.7,0.58,0.1642,299
2,1,3,5,3,1,1,0.36,0.43,0.2985,40
3,0,7,23,4,1,1,0.8,0.71,0.1642,113
4,1,11,18,1,1,1,0.36,0.5,0.1642,521
3,1,8,16,5,1,1,0.9,0.27,0.2537,528
3,0,6,18,2,1,3,0.8,0.55,0.2985,504
1,1,2,10,6,0,3,0.22,0.93,0.1045,166
2,0,6,7,2,1,2,0.64,0.69,0.194,334
2,0,5,17,2,1,1,0.64,0.33,0.0,611
3,0,7,12,0,0,1,0.8,0.55,0.1045,404
4,0,11,23,5,0,1,0.3,0.45,0.0896,73
1,1,2,2,1,1,1,0.26,0.7,0.2985,4
2,0,6,23,0,0,1,0.66,0.78,0.194,92
1,1,1,11,2,1,1,0.34,0.87,0.1343,153
4,1,10,4,1,1,1,0.38,0.66,0.0,7
2,0,4,23,4,1,1,0.4,0.43,0.1045,99
3,1,7,14,2,1,1,0.82,0.38,0.1642,242
3,0,7,3,6,0,1,0.64,0.53,0.0,26
2,0,6,16,1,1,1,0.76,0.33,0.1343,267
1,0,12,4,4,1,1,0.38,0.82,0.1343,3
1,1,12,14,5,1,2,0.3,0.49,0.1343,261
2,0,4,20,6,0,3,0.44,0.94,0.2239,53
4,0,10,19,0,0,1,0.54,0.52,0.3881,233
1,1,2,9,0,0,2,0.24,0.56,0.2537,93
4,0,10,6,2,1,1,0.4,0.82,0.1045,112
3,1,8,16,0,0,2,0.66,0.65,0.0,356
1,1,1,4,6,0,1,0.14,0.5,0.1343,3
2,0,5,2,2,1,3,0.56,0.88,0.0,8
1,0,2,1,4,1,1,0.22,0.6,0.0896,7
1,0,1,20,1,1,1,0.14,0.59,0.194,81
1,0,2,6,3,1,1,0.12,0.5,0.1045,36
1,1,3,11,6,0,2,0.4,0.87,0.0896,214
1,0,12,16,5,1,1,0.42,0.47,0.194,283
1,1,1,15,4,1,2,0.42,0.71,0.1045,164
4,0,11,9,4,1,2,0.36,0.81,0.194,164
2,0,4,19,0,0,3,0.6,0.83,0.2836,194
1,1,1,21,4,1,1,0.26,0.6,0.1343,97
1,1,3,8,6,0,3,0.36,0.93,0.0,48
4,1,10,20,2,1,2,0.5,0.72,0.1642,360
4,1,12,16,2,1,1,0.58,0.49,0.2836,435
4,1,11,19,0,0,1,0.48,0.55,0.1343,277
1,0,2,0,3,1,1,0.1,0.36,0.3582,17
1,0,12,4,3,1,2,0.36,0.71,0.0,2
1,0,1,7,3,1,1,0.18,0.43,0.194,88
3,0,7,9,3,1,3,0.7,0.79,0.194,189
3,1,7,0,3,1,2,0.66,0.83,0.1343,44
2,0,6,18,4,1,1,0.64,0.83,0.2239,325
4,0,11,23,1,1,3,0.4,0.87,0.1642,33
4,0,10,6,1,1,2,0.36,0.71,0.0,94
4,1,11,9,0,0,1,0.32,0.53,0.0,217
1,0,12,15,5,1,1,0.38,0.54,0.3582,203
4,1,12,7,1,1,2,0.36,0.93,0.1343,319
4,0,12,3,4,1,1,0.26,0.6,0.2985,1
4,0,10,19,6,0,1,0.44,0.67,0.0,220
4,0,10,13,0,0,3,0.4,0.62,0.2239,308
3,0,7,5,3,1,1,0.68,0.83,0.1045,23
1,1,2,3,0,0,2,0.3,0.36,0.2239,15
3,1,8,21,1,1,1,0.74,0.7,0.194,317
4,1,10,19,5,1,1,0.62,0.73,0.1642,500
2,0,4,16,2,1,1,0.7,0.58,0.3881,291
2,1,3,14,1,1,1,0.48,0.33,0.4478,217
2,0,4,10,2,1,2,0.5,0.72,0.2239,75
3,1,7,14,5,1,1,0.86,0.47,0.2985,326
3,0,7,16,0,0,1,0.84,0.53,0.2985,414
3,1,8,14,5,1,2,0.86,0.44,0.2537,331
1,1,3,2,6,0,2,0.44,0.88,0.0,42
3,0,8,2,2,1,1,0.62,0.73,0.2239,4
4,0,10,5,0,0,1,0.44,0.88,0.0,15
3,0,9,9,0,0,1,0.66,0.74,0.0,227
1,1,2,2,5,1,1,0.3,0.52,0.2239,6
2,0,6,12,4,1,1,0.92,0.35,0.194,140
2,1,4,12,4,1,1,0.44,0.33,0.0,276
4,0,11,2,6,0,1,0.3,0.81,0.1045,23
4,1,10,9,5,1,2,0.54,0.88,0.1343,403
2,0,3,23,3,1,3,0.32,0.9,0.0,26
2,1,4,8,2,1,1,0.38,0.62,0.1343,692
3,0,8,4,5,1,1,0.62,0.53,0.1343,5
1,0,12,14,5,1,1,0.4,0.54,0.4179,200
3,0,8,21,0,0,1,0.72,0.84,0.1045,136
4,1,10,14,4,1,1,0.7,0.61,0.2537,267
4,1,11,7,3,1,2,0.26,0.56,0.194,409
1,0,2,1,5,1,2,0.16,0.59,0.0,7
3,0,8,7,0,0,1,0.68,0.83,0.2985,31
1,0,1,14,0,0,1,0.28,0.61,0.0896,122
3,0,9,15,0,0,1,0.78,0.66,0.2836,410
3,0,8,6,6,0,1,0.64,0.73,0.0896,22
2,0,5,10,4,1,1,0.5,0.39,0.2836,128
3,0,8,7,0,0,3,0.62,0.83,0.3582,1
1,1,2,11,5,1,2,0.28,0.45,0.1045,153
2,0,5,18,3,1,1,0.62,0.5,0.2985,274
1,0,12,18,1,0,1,0.32,0.49,0.0896,75
2,1,6,1,2,1,2,0.68,0.65,0.1642,16
3,1,6,12,4,1,1,0.84,0.26,0.2836,276
4,0,11,13,0,0,1,0.46,0.51,0.1642,314
3,0,9,5,1,1,2,0.5,0.77,0.194,28
2,1,6,18,0,0,1,0.7,0.34,0.2537,496
3,0,9,12,2,1,1,0.72,0.58,0.2239,187
3,0,8,2,5,1,1,0.66,0.69,0.0,19
4,1,11,19,5,1,1,0.36,0.46,0.2239,332
2,1,5,11,3,1,2,0.62,0.59,0.2985,201
1,0,2,21,6,0,1,0.32,0.26,0.5522,33
2,0,6,9,1,1,1,0.7,0.58,0.1642,188
3,1,7,17,2,1,2,0.86,0.3,0.1642,722
4,1,10,21,5,1,1,0.5,0.77,0.0,206
2,0,4,21,1,1,1,0.62,0.69,0.2537,190
4,1,12,6,0,0,2,0.24,0.93,0.1343,16
3,0,8,0,3,1,1,0.66,0.69,0.0896,24
1,1,2,1,3,1,1,0.28,0.61,0.1642,10
3,0,8,11,2,1,1,0.7,0.34,0.1045,186
1,0,1,4,6,0,1,0.24,0.75,0.0,1
3,1,7,22,1,1,1,0.74,0.62,0.194,209
4,1,10,20,0,0,1,0.48,0.44,0.194,195
1,1,2,16,6,0,1,0.32,0.26,0.5821,195
2,1,4,22,6,0,2,0.36,0.71,0.1343,83
2,0,5,22,3,1,1,0.38,0.62,0.2239,89
3,0,9,18,1,0,1,0.66,0.89,0.0896,123
2,0,5,19,3,1,1,0.7,0.61,0.1343,405
1,1,2,12,0,0,2,0.26,0.65,0.194,248
2,1,4,7,3,1,2,0.44,0.62,0.0,366
3,0,7,11,6,0,1,0.84,0.36,0.194,317
3,1,8,10,2,1,2,0.74,0.7,0.1343,250
3,0,8,19,3,1,1,0.84,0.47,0.2537,446
3,1,8,7,0,0,1,0.64,0.65,0.1343,39
1,0,2,21,5,1,1,0.2,0.59,0.1343,47
2,0,5,17,4,1,1,0.56,0.78,0.1642,547
2,0,5,15,5,1,2,0.6,0.56,0.194,242
3,1,8,8,6,0,1,0.66,0.83,0.1045,162
3,1,7,10,0,0,1,0.74,0.62,0.0,381
4,0,12,8,2,1,2,0.42,0.54,0.0896,432
1,0,12,6,6,0,2,0.4,0.71,0.0896,6
1,1,2,4,3,1,1,0.34,0.71,0.1642,2
1,0,1,8,5,1,1,0.12,0.68,0.0,158
1,0,3,16,4,1,3,0.42,0.0,0.2537,21
4,0,10,21,3,1,3,0.54,1.0,0.1045,83
2,0,4,20,0,0,3,0.42,0.41,0.2239,79
2,1,4,6,3,1,2,0.42,0.58,0.0,126
4,1,11,13,5,1,1,0.42,0.38,0.194,278
2,1,3,21,6,0,3,0.44,1.0,0.194,104
2,1,3,20,0,0,1,0.48,0.77,0.2239,259
4,1,9,1,0,0,1,0.5,0.59,0.0,116
4,1,10,9,6,0,1,0.6,0.73,0.194,395
4,0,11,16,3,1,1,0.52,0.48,0.194,281
2,0,4,17,6,0,2,0.38,0.82,0.0896,257
4,0,10,7,4,1,2,0.46,0.94,0.0896,137
2,1,4,8,2,1,1,0.34,0.61,0.2537,611
4,1,11,11,3,1,1,0.4,0.5,0.194,241
2,0,4,5,0,0,1,0.5,0.94,0.0896,12
2,1,5,13,1,1,2,0.62,0.73,0.2239,176
1,0,12,8,2,1,2,0.3,0.65,0.1642,164
4,1,12,1,0,0,2,0.3,0.87,0.0896,94
1,0,1,22,1,1,1,0.14,0.59,0.1642,24
4,0,12,11,2,1,2,0.4,0.62,0.1642,129
1,1,12,9,4,1,1,0.26,0.6,0.4925,133
1,0,2,2,4,1,1,0.18,0.43,0.2537,2
2,0,5,4,2,1,1,0.52,0.88,0.2239,4
1,1,3,17,5,1,3,0.48,0.82,0.0896,258
4,0,12,0,3,1,1,0.26,0.75,0.0,22
3,1,9,16,5,1,1,0.8,0.55,0.2836,470
2,1,3,9,6,0,2,0.4,0.76,0.194,223
2,1,5,19,6,0,1,0.7,0.39,0.1343,432
3,0,8,4,3,1,1,0.56,0.73,0.0,5
3,1,8,7,2,1,2,0.66,0.83,0.0896,179
1,1,2,8,1,1,1,0.16,0.86,0.1343,444
3,0,9,20,5,1,1,0.64,0.94,0.0896,210
4,0,10,5,1,1,2,0.36,0.76,0.1045,21
1,0,2,21,4,1,1,0.18,0.55,0.1045,54
1,1,3,18,6,0,1,0.5,0.25,0.2537,303
4,1,12,15,1,1,2,0.5,0.87,0.1642,236
4,0,12,23,5,1,1,0.28,0.81,0.0,94
1,1,1,13,0,0,1,0.2,0.34,0.2836,224
4,1,10,4,2,1,1,0.42,0.67,0.1642,7
3,0,9,22,2,1,1,0.56,0.94,0.0,148
2,1,5,10,4,1,1,0.5,0.51,0.4179,154
1,0,1,0,2,1,1,0.16,0.55,0.1045,5
3,0,8,13,2,1,1,0.76,0.48,0.2985,192
4,0,12,12,4,1,1,0.28,0.52,0.3284,156
3,0,8,5,2,1,1,0.52,0.77,0.0896,28
4,1,12,5,1,1,1,0.34,0.93,0.0896,38
3,1,9,20,0,0,1,0.6,0.53,0.1045,324
1,0,3,15,2,1,2,0.38,0.43,0.2836,90
3,1,7,3,6,0,1,0.74,0.74,0.1343,31
3,1,9,6,4,1,1,0.5,0.82,0.0,195
1,1,2,12,0,0,1,0.14,0.39,0.6418,140
3,0,9,22,6,0,1,0.64,0.78,0.0,175
2,0,4,9,6,0,2,0.38,0.94,0.2985,68
4,0,11,12,2,1,3,0.42,0.82,0.4179,18
3,1,7,10,1,1,2,0.78,0.62,0.0,200
3,1,8,13,0,0,3,0.66,0.78,0.4179,541
2,1,4,12,5,1,1,0.5,0.31,0.0,322
1,1,1,0,1,0,1,0.4,0.4,0.4627,39
4,1,12,0,6,0,2,0.36,0.93,0.0896,103
2,0,4,0,0,0,2,0.38,0.87,0.0896,53
2,0,6,10,4,1,1,0.86,0.5,0.2836,94
1,1,1,19,2,1,1,0.46,0.63,0.4179,308
4,1,12,2,1,1,2,0.38,0.94,0.0,5
1,1,1,12,5,1,1,0.24,0.38,0.4925,154
4,1,12,15,2,1,2,0.38,0.5,0.2239,270
4,1,10,2,5,1,2,0.54,0.88,0.0,10
3,1,6,2,6,0,2,0.64,0.89,0.0,61
4,0,10,10,6,0,1,0.52,0.77,0.0,337
3,1,9,3,3,1,1,0.5,0.77,0.0896,7
3,0,8,13,6,0,2,0.8,0.59,0.3284,441
3,1,6,0,3,1,1,0.62,0.41,0.194,54
1,0,3,18,3,1,2,0.34,0.76,0.2537,188
1,0,2,5,4,1,1,0.16,0.5,0.2985,2
3,1,8,4,0,0,2,0.62,0.65,0.1642,26
3,1,7,10,6,0,1,0.82,0.52,0.2239,395
4,0,10,15,0,0,1,0.52,0.52,0.1642,387
4,0,10,17,6,0,1,0.58,0.32,0.2836,441
2,0,5,12,2,1,1,0.86,0.47,0.1343,162
4,1,10,5,5,1,2,0.54,0.88,0.0,36
1,0,2,16,5,1,2,0.3,0.42,0.2239,99
1,0,2,12,2,1,1,0.24,0.38,0.4925,65
1,0,12,19,1,0,1,0.3,0.65,0.0896,65
3,0,8,14,2,1,1,0.86,0.44,0.2836,148
3,1,9,6,5,1,1,0.62,0.88,0.1045,140
1,0,1,0,0,0,1,0.16,0.8,0.1045,33
3,1,8,17,6,0,3,0.74,0.66,0.3582,512
1,1,3,16,2,1,1,0.62,0.66,0.2239,431
2,0,5,9,3,1,3,0.56,0.83,0.2537,202
4,0,11,7,6,0,1,0.26,0.6,0.2836,34
3,0,8,18,2,1,1,0.8,0.55,0.194,585
1,1,1,7,3,1,1,0.32,0.42,0.3582,263
4,1,12,20,0,0,2,0.38,0.82,0.0,122
2,1,5,12,3,1,2,0.62,0.57,0.2239,280
4,0,10,2,5,1,1,0.38,0.66,0.1642,18
2,0,6,22,1,1,1,0.62,0.46,0.2239,134
4,1,10,21,4,1,1,0.42,0.62,0.1343,260
3,1,9,14,4,1,1,0.72,0.39,0.1343,274
3,1,7,13,1,1,1,0.8,0.49,0.1642,226
4,0,10,7,1,0,1,0.46,0.88,0.0,114
3,1,8,13,0,0,1,0.88,0.44,0.4627,523
4,1,11,20,3,1,1,0.3,0.52,0.0896,267
2,0,5,19,0,0,1,0.66,0.61,0.194,300
1,0,1,15,0,0,1,0.26,0.38,0.2537,113
2,0,6,1,4,1,1,0.74,0.79,0.1045,16
4,0,11,5,1,1,2,0.44,1.0,0.0,20
3,0,7,20,3,1,1,0.8,0.75,0.2239,309
3,1,9,17,6,0,2,0.82,0.52,0.0,463
2,0,5,10,6,0,1,0.56,0.49,0.2985,298
1,0,1,16,5,1,1,0.16,0.26,0.3582,97
1,0,3,22,0,0,1,0.3,0.56,0.3284,37
4,1,11,0,6,0,1,0.3,0.52,0.1642,106
3,1,9,13,4,1,1,0.64,0.44,0.1343,336
3,1,7,6,6,0,1,0.7,0.7,0.1045,50
1,0,2,15,1,0,2,0.3,0.7,0.4478,87
2,1,5,12,3,1,2,0.58,0.83,0.2239,245
3,0,9,3,5,1,1,0.4,0.71,0.2537,6
1,1,2,1,5,1,2,0.28,0.61,0.0896,13
4,1,11,10,4,1,3,0.36,0.62,0.194,146
2,1,4,15,5,1,1,0.64,0.47,0.194,407
2,0,5,2,3,1,2,0.56,0.94,0.0,8
3,1,9,16,3,1,1,0.72,0.37,0.1642,509
1,1,3,3,4,1,1,0.46,0.63,0.3881,3
1,0,3,1,5,1,2,0.18,0.64,0.194,4
4,1,11,21,4,1,2,0.38,0.54,0.1343,267
4,0,10,8,1,0,1,0.52,0.83,0.0,254
1,0,12,13,6,0,1,0.5,0.42,0.4925,313
1,0,2,10,0,0,1,0.3,0.52,0.2537,89
4,0,10,10,1,1,2,0.4,0.66,0.1045,101
4,0,11,17,0,0,1,0.44,0.62,0.1642,256
2,0,4,16,0,0,2,0.46,0.31,0.194,303
1,0,3,14,0,0,1,0.4,0.3,0.0,279
4,0,11,14,3,1,1,0.42,0.54,0.4627,213
3,0,7,13,4,1,1,0.76,0.33,0.3284,177
3,0,8,4,2,1,1,0.7,0.74,0.0,7
4,0,12,23,0,0,1,0.2,0.69,0.0,35
2,0,5,0,0,0,2,0.52,1.0,0.0,39
3,0,8,11,2,1,1,0.74,0.51,0.2239,150
3,0,7,1,6,0,1,0.66,0.54,0.0,78
1,0,1,22,0,0,1,0.08,0.38,0.194,28
2,0,5,15,5,1,2,0.52,0.88,0.1642,198
2,1,6,23,4,1,1,0.56,0.52,0.1343,177
1,1,12,8,1,1,1,0.14,0.69,0.1343,196
2,1,5,12,0,0,1,0.64,0.57,0.2239,531
3,0,8,19,4,1,1,0.74,0.35,0.194,371
4,1,9,19,0,0,1,0.52,0.42,0.1642,413
1,0,3,5,3,1,2,0.24,0.81,0.1343,8
1,1,3,21,1,1,2,0.54,0.56,0.2239,205
2,0,5,21,1,1,2,0.6,0.73,0.1045,232
4,0,12,5,5,1,1,0.48,0.44,0.3881,26
1,1,2,6,3,1,1,0.3,0.61,0.1343,95
4,0,11,16,0,0,2,0.54,0.28,0.3881,319
4,1,12,5,4,1,1,0.22,0.55,0.2836,32
3,1,8,18,4,1,1,0.8,0.36,0.0,832
1,1,3,10,5,1,2,0.4,0.87,0.0896,180
1,0,2,8,0,0,1,0.26,0.87,0.0,35
4,0,9,23,5,1,2,0.58,1.0,0.1343,148
3,0,8,1,1,1,1,0.68,0.79,0.0896,21
3,1,7,11,6,0,2,0.72,0.7,0.1045,439
3,1,7,20,1,1,2,0.74,0.55,0.1045,447
1,1,1,4,6,0,1,0.26,0.6,0.1642,8
4,1,10,22,0,0,1,0.56,0.73,0.3881,125
1,0,3,0,1,1,3,0.2,1.0,0.3284,4
1,0,3,5,6,0,1,0.22,0.69,0.194,2
3,0,8,1,5,1,1,0.64,0.78,0.0896,19
4,0,10,2,4,1,3,0.46,0.94,0.0,8
4,1,11,4,5,1,1,0.24,0.75,0.1045,4
4,1,10,2,6,0,1,0.56,0.78,0.194,75
2,0,6,11,1,1,1,0.74,0.42,0.1343,111
3,1,8,16,2,1,3,0.76,0.66,0.2836,445
1,1,1,7,4,1,2,0.2,0.69,0.0896,215
3,0,7,23,0,0,2,0.76,0.7,0.0896,50
1,1,1,17,1,1,1,0.36,0.21,0.194,438
3,0,8,3,2,1,1,0.54,0.73,0.194,4
1,0,1,13,2,1,2,0.2,0.86,0.2239,22
3,1,8,5,1,1,1,0.62,0.88,0.0,36
2,0,4,8,2,1,2,0.5,0.68,0.1343,351
2,1,5,22,5,1,1,0.66,0.74,0.1045,212
2,1,4,0,0,0,2,0.46,0.82,0.194,117
2,0,5,8,2,1,2,0.5,0.51,0.1045,425
2,1,6,11,4,1,1,0.66,0.57,0.2537,228
1,0,2,12,3,1,2,0.24,0.93,0.2239,64
1,0,1,23,4,1,1,0.12,0.5,0.194,15
4,1,10,20,1,1,2,0.52,0.72,0.3881,256
2,1,4,20,6,0,1,0.5,0.2,0.2239,208
4,0,11,23,0,0,1,0.34,0.87,0.0896,50
1,1,2,9,3,1,3,0.3,0.81,0.1642,38
3,0,6,7,2,1,1,0.68,0.83,0.194,347
2,0,4,23,3,1,2,0.62,0.88,0.3582,78
1,1,12,22,0,0,1,0.2,0.55,0.194,36
4,1,11,12,0,0,2,0.26,0.41,0.2239,202
3,1,8,4,0,0,1,0.72,0.74,0.2537,14
3,0,7,20,4,1,1,0.7,0.42,0.2239,348
4,1,11,23,3,1,1,0.26,0.48,0.1343,78
4,0,11,14,2,1,1,0.56,0.46,0.1045,161
4,1,9,12,6,0,1,0.62,0.41,0.2985,682
2,0,4,13,2,1,2,0.54,0.68,0.2239,129
4,0,11,8,5,0,1,0.3,0.42,0.3582,258
4,1,9,2,0,0,1,0.48,0.63,0.0,92
1,1,1,6,1,1,1,0.22,0.44,0.2537,80
4,0,10,20,6,0,1,0.42,0.67,0.0,159
1,0,2,14,3,1,1,0.32,0.29,0.1045,78
4,0,10,14,3,1,2,0.52,0.77,0.0,66
4,1,9,2,3,1,2,0.58,0.64,0.2836,17
4,1,11,4,5,1,1,0.3,0.7,0.1045,7
1,1,1,19,4,1,2,0.4,0.76,0.1045,313
4,1,10,9,0,0,2,0.48,0.67,0.2836,223
3,1,6,14,6,0,1,0.88,0.3,0.2537,409
4,1,10,6,1,1,1,0.44,0.77,0.1045,155
3,0,8,1,5,1,3,0.64,0.89,0.0,20
2,1,5,15,5,1,2,0.72,0.62,0.1045,343
3,1,7,3,0,0,2,0.6,0.88,0.1045,43
1,1,1,21,1,1,2,0.2,0.93,0.0,79
4,0,11,7,3,1,1,0.3,0.81,0.0,251
3,0,9,8,1,1,1,0.6,0.78,0.0896,408
1,1,1,22,0,0,1,0.26,0.6,0.1045,58
2,0,6,21,5,1,1,0.76,0.66,0.1343,218
3,0,7,22,5,1,1,0.7,0.42,0.0,222
4,1,12,12,4,1,2,0.36,0.53,0.1642,212
3,1,9,20,3,1,1,0.72,0.84,0.1642,412
1,0,2,5,6,0,3,0.2,1.0,0.0896,9
2,1,5,3,6,0,1,0.62,0.88,0.1045,31
2,1,4,7,0,0,1,0.38,0.27,0.1642,37
3,1,9,6,3,1,1,0.7,0.79,0.2836,210
4,0,11,21,1,1,2,0.54,0.77,0.2239,156
4,1,11,11,2,1,2,0.42,0.67,0.0896,205
4,1,10,23,3,1,1,0.46,0.88,0.2239,99
2,0,5,23,4,1,1,0.46,0.41,0.194,115
3,0,7,16,6,0,1,0.76,0.45,0.2836,425
1,0,2,4,1,1,1,0.32,0.53,0.2836,2
3,1,8,2,0,0,2,0.62,0.69,0.0896,119
1,0,1,17,5,1,2,0.2,0.37,0.0,187
4,0,11,13,4,1,2,0.52,0.48,0.2537,169
4,0,9,0,5,1,2,0.62,0.94,0.0896,52
3,1,9,13,2,1,2,0.7,0.74,0.5821,114
4,0,12,7,3,1,3,0.44,1.0,0.1045,46
4,1,12,14,6,0,1,0.4,0.5,0.1642,426
3,0,8,1,2,1,1,0.58,0.49,0.194,19
2,1,6,8,1,1,2,0.54,0.83,0.194,474
4,0,11,8,1,1,2,0.46,0.67,0.194,452
1,1,1,19,4,1,2,0.42,0.71,0.1642,330
1,0,1,19,5,1,1,0.16,0.55,0.0896,95
2,1,5,9,6,0,1,0.64,0.83,0.194,289
2,0,5,11,5,1,2,0.52,0.83,0.1642,146
3,1,6,11,0,0,1,0.76,0.4,0.1343,506
1,0,3,1,4,1,3,0.34,0.0,0.2537,2
2,1,3,17,6,0,1,0.48,0.67,0.4179,543
2,1,5,6,6,0,1,0.44,0.72,0.0896,50
1,0,1,17,6,0,1,0.12,0.28,0.0,67
2,0,4,15,1,1,1,0.74,0.48,0.5224,141
1,0,2,13,4,1,1,0.18,0.29,0.2985,62
2,1,4,13,6,0,1,0.62,0.33,0.2985,678
1,1,1,13,5,1,1,0.4,0.43,0.2836,204
1,0,1,14,5,1,2,0.2,0.4,0.2537,50
2,1,4,13,0,0,2,0.44,0.62,0.194,464
4,1,10,12,5,1,2,0.58,0.73,0.194,392
2,1,6,11,5,1,1,0.66,0.5,0.194,286
1,0,3,2,5,1,1,0.4,0.62,0.194,14
2,0,5,23,1,1,1,0.5,0.68,0.0896,61
1,1,1,19,6,0,2,0.42,0.41,0.5522,206
2,1,4,8,3,1,1,0.36,0.76,0.0896,654
4,0,10,16,6,0,1,0.5,0.45,0.194,359
4,1,11,16,1,1,1,0.44,0.3,0.0,346
2,0,5,1,4,1,1,0.34,0.71,0.194,10
2,0,6,22,3,1,1,0.76,0.75,0.1642,176
4,0,10,14,6,0,3,0.24,0.87,0.4478,29
2,1,6,15,1,1,2,0.6,0.69,0.194,237
1,0,2,12,3,1,2,0.18,0.4,0.2239,61
3,0,8,21,6,0,1,0.72,0.7,0.2239,225
2,0,5,7,3,1,1,0.54,0.88,0.194,274
2,1,5,0,5,1,1,0.52,0.59,0.1045,70
3,0,7,21,0,0,1,0.8,0.63,0.1343,153
3,0,7,22,2,1,1,0.74,0.74,0.0,156
1,0,1,19,6,0,2,0.32,0.39,0.2537,74
3,0,6,6,0,0,1,0.6,0.64,0.0,20
3,1,7,9,5,1,1,0.82,0.49,0.2836,363
2,0,5,18,2,1,1,0.6,0.69,0.2985,480
3,0,7,8,2,1,1,0.76,0.58,0.2239,417
2,0,4,12,4,1,2,0.46,0.55,0.0,153
2,0,4,6,0,0,1,0.28,0.65,0.194,33
4,0,10,8,2,1,1,0.5,0.77,0.0896,499
3,1,6,15,5,1,1,0.9,0.35,0.3582,284
2,1,5,16,3,1,1,0.72,0.45,0.1045,446
2,1,5,0,5,1,1,0.6,0.78,0.3284,89
3,1,9,17,2,1,1,0.76,0.7,0.3582,856
4,0,11,13,2,1,1,0.54,0.49,0.1642,196
4,1,9,12,3,1,1,0.68,0.61,0.2239,316
3,0,7,4,4,1,2,0.72,0.84,0.1045,4
4,1,10,16,3,1,1,0.56,0.52,0.194,466
1,0,3,9,0,0,2,0.42,1.0,0.2836,22
3,0,7,7,5,1,1,0.64,0.65,0.1045,274
2,0,6,11,4,1,1,0.74,0.28,0.3881,165
3,0,9,19,1,0,3,0.66,0.94,0.1045,175
1,0,1,6,4,1,1,0.12,0.54,0.1343,28
4,1,12,18,4,1,1,0.28,0.45,0.1642,565
3,0,9,21,1,1,2,0.56,0.68,0.1642,200
1,1,12,21,4,1,2,0.24,0.6,0.2537,63
1,1,1,4,4,1,3,0.36,0.93,0.194,2
